zip,obese,bmi,pop,sex,age
53189,150,405,3096,female,55-74
53190,474,1077,1216,female,55-74
53191,57,207,412,female,55-74
53192,NA,NA,0,female,55-74
53195,NA,NA,19,female,55-74
53202,289,734,1984,female,55-74
53203,18,41,67,female,55-74
53204,195,341,2022,female,55-74
53205,196,310,691,female,55-74
53206,445,756,2306,female,55-74
53207,379,850,3495,female,55-74
53208,487,979,2576,female,55-74
53209,917,1618,4630,female,55-74
53210,490,862,2472,female,55-74
53211,417,1380,2886,female,55-74
53212,506,892,2283,female,55-74
53213,498,1380,2649,female,55-74
53214,617,1171,3119,female,55-74
53215,349,611,3998,female,55-74
53216,734,1219,3445,female,55-74
53217,456,1576,3809,female,55-74
53218,706,1176,3346,female,55-74
53219,463,933,3911,female,55-74
53220,322,665,3061,female,55-74
53221,367,729,4219,female,55-74
53222,518,1078,2397,female,55-74
53223,584,1097,3633,female,55-74
53224,492,871,1731,female,55-74
53225,504,907,2099,female,55-74
53226,394,1033,2121,female,55-74
53227,384,777,2581,female,55-74
53228,223,502,2113,female,55-74
53233,76,136,442,female,55-74
53235,105,198,1176,female,55-74
53295,NA,NA,0,female,55-74
53402,186,440,3882,female,55-74
53403,123,268,2479,female,55-74
53404,NA,NA,1084,female,55-74
53405,NA,NA,2825,female,55-74
53406,156,373,3538,female,55-74
53501,NA,NA,0,female,55-74
53502,157,330,313,female,55-74
53503,55,125,245,female,55-74
53504,95,205,242,female,55-74
53505,18,37,44,female,55-74
53506,34,69,158,female,55-74
53507,105,228,230,female,55-74
53508,251,569,506,female,55-74
53510,25,50,160,female,55-74
53511,983,1828,5400,female,55-74
53515,100,240,262,female,55-74
53516,127,260,291,female,55-74
53517,100,218,192,female,55-74
53518,54,93,189,female,55-74
53520,439,855,829,female,55-74
53521,183,452,464,female,55-74
53522,91,168,131,female,55-74
53523,233,546,720,female,55-74
53525,98,191,463,female,55-74
53526,20,35,58,female,55-74
53527,402,924,982,female,55-74
53528,250,660,727,female,55-74
53529,86,160,191,female,55-74
53530,125,255,469,female,55-74
53531,191,410,498,female,55-74
53532,701,1457,1393,female,55-74
53533,292,577,904,female,55-74
53534,659,1346,1512,female,55-74
53536,442,864,774,female,55-74
53537,43,87,109,female,55-74
53538,823,1624,2270,female,55-74
53540,NA,NA,23,female,55-74
53541,39,93,114,female,55-74
53543,57,94,161,female,55-74
53544,40,92,94,female,55-74
53545,1263,2767,2581,female,55-74
53546,1698,3530,2944,female,55-74
53548,965,2044,2054,female,55-74
53549,315,578,1178,female,55-74
53550,87,153,119,female,55-74
53551,182,435,895,female,55-74
53553,22,38,63,female,55-74
53554,23,53,116,female,55-74
53555,314,723,967,female,55-74
53556,69,118,323,female,55-74
53557,24,36,48,female,55-74
53558,510,1375,1425,female,55-74
53559,286,534,601,female,55-74
53560,142,298,453,female,55-74
53561,79,190,322,female,55-74
53562,934,2927,3025,female,55-74
53563,637,1347,1374,female,55-74
53565,167,351,550,female,55-74
53566,1047,2074,1813,female,55-74
53569,36,72,127,female,55-74
53570,191,379,320,female,55-74
53571,NA,NA,15,female,55-74
53572,406,1043,951,female,55-74
53573,74,151,351,female,55-74
53574,200,483,429,female,55-74
53575,788,1852,1610,female,55-74
53576,113,227,265,female,55-74
53577,33,67,154,female,55-74
53578,183,364,669,female,55-74
53579,70,134,209,female,55-74
53580,14,32,56,female,55-74
53581,223,408,1276,female,55-74
53582,37,92,102,female,55-74
53583,174,375,550,female,55-74
53585,76,148,238,female,55-74
53586,57,103,263,female,55-74
53587,69,127,146,female,55-74
53588,112,281,545,female,55-74
53589,1044,2324,2324,female,55-74
53590,1710,3645,3522,female,55-74
53593,784,2405,2085,female,55-74
53594,179,358,491,female,55-74
53597,774,1934,1975,female,55-74
53598,109,267,258,female,55-74
53599,NA,NA,7,female,55-74
53702,NA,NA,0,female,55-74
53703,297,967,1136,female,55-74
53704,2061,4734,4685,female,55-74
53705,666,2503,2869,female,55-74
53706,NA,NA,0,female,55-74
53711,1866,5369,5524,female,55-74
53713,768,1544,1510,female,55-74
53714,797,1715,1654,female,55-74
53715,196,505,518,female,55-74
53716,944,2269,2367,female,55-74
53717,478,1580,1414,female,55-74
53718,589,1349,1148,female,55-74
53719,838,2152,1941,female,55-74
53726,57,320,295,female,55-74
53792,NA,NA,0,female,55-74
53801,34,70,153,female,55-74
53802,NA,NA,5,female,55-74
53803,23,38,153,female,55-74
53804,23,50,140,female,55-74
53805,255,480,570,female,55-74
53806,14,42,240,female,55-74
53807,38,77,500,female,55-74
53808,NA,NA,131,female,55-74
53809,127,207,459,female,55-74
53810,NA,NA,42,female,55-74
53811,NA,NA,419,female,55-74
53813,62,137,786,female,55-74
53816,22,51,67,female,55-74
53817,NA,NA,24,female,55-74
53818,141,301,1190,female,55-74
53820,27,49,326,female,55-74
53821,406,765,1134,female,55-74
53825,NA,NA,34,female,55-74
53826,58,104,146,female,55-74
53827,16,37,38,female,55-74
53901,649,1269,1585,female,55-74
53910,100,192,364,female,55-74
53911,71,137,122,female,55-74
53913,834,1839,2603,female,55-74
53916,1097,2128,2512,female,55-74
53919,NA,NA,254,female,55-74
53920,19,51,66,female,55-74
53922,47,82,140,female,55-74
53923,79,129,215,female,55-74
53924,21,40,172,female,55-74
53925,347,667,976,female,55-74
53926,44,74,98,female,55-74
53928,NA,NA,11,female,55-74
53929,116,212,283,female,55-74
53930,51,104,137,female,55-74
53931,NA,NA,16,female,55-74
53932,121,215,187,female,55-74
53933,126,215,394,female,55-74
53934,168,319,809,female,55-74
53935,NA,NA,33,female,55-74
53936,40,84,216,female,55-74
53937,15,32,112,female,55-74
53939,NA,NA,24,female,55-74
53941,63,137,385,female,55-74
53943,22,41,96,female,55-74
53944,80,157,317,female,55-74
53946,50,86,569,female,55-74
53947,NA,NA,21,female,55-74
53948,196,344,975,female,55-74
53949,211,443,904,female,55-74
53950,144,256,593,female,55-74
53951,80,145,233,female,55-74
53952,173,325,527,female,55-74
53953,NA,NA,26,female,55-74
53954,370,708,859,female,55-74
53955,296,649,711,female,55-74
53956,128,239,375,female,55-74
53959,284,590,1371,female,55-74
53960,164,325,413,female,55-74
53961,25,53,97,female,55-74
53963,146,302,1297,female,55-74
53964,127,258,489,female,55-74
53965,423,909,1507,female,55-74
53968,94,172,318,female,55-74
53969,23,38,33,female,55-74
54001,NA,NA,1127,female,55-74
54002,NA,NA,642,female,55-74
54003,NA,NA,103,female,55-74
54004,NA,NA,244,female,55-74
54005,NA,NA,313,female,55-74
54006,NA,NA,80,female,55-74
54007,NA,NA,118,female,55-74
54009,NA,NA,238,female,55-74
54010,NA,NA,15,female,55-74
54011,NA,NA,679,female,55-74
54013,NA,NA,381,female,55-74
54014,NA,NA,332,female,55-74
54015,NA,NA,240,female,55-74
54016,NA,NA,3126,female,55-74
54017,NA,NA,1348,female,55-74
54020,NA,NA,703,female,55-74
54021,NA,NA,696,female,55-74
54022,NA,NA,2048,female,55-74
54023,NA,NA,336,female,55-74
54024,NA,NA,595,female,55-74
54025,NA,NA,661,female,55-74
54026,NA,NA,225,female,55-74
54027,NA,NA,134,female,55-74
54028,NA,NA,276,female,55-74
54082,NA,NA,186,female,55-74
54101,83,179,292,female,55-74
54102,NA,NA,149,female,55-74
54103,NA,NA,69,female,55-74
54104,29,54,243,female,55-74
54106,122,223,492,female,55-74
54107,41,72,366,female,55-74
54110,59,112,502,female,55-74
54111,40,83,349,female,55-74
54112,62,125,287,female,55-74
54113,59,124,345,female,55-74
54114,114,234,835,female,55-74
54115,941,2160,4349,female,55-74
54119,NA,NA,93,female,55-74
54120,NA,NA,33,female,55-74
54121,NA,NA,486,female,55-74
54123,NA,NA,24,female,55-74
54124,155,267,538,female,55-74
54125,NA,NA,99,female,55-74
54126,58,138,349,female,55-74
54127,NA,NA,2,female,55-74
54128,18,37,226,female,55-74
54129,64,133,401,female,55-74
54130,365,684,2437,female,55-74
54135,30,46,345,female,55-74
54136,165,291,542,female,55-74
54137,31,59,137,female,55-74
54138,56,104,179,female,55-74
54139,126,229,353,female,55-74
54140,139,278,1105,female,55-74
54141,65,155,280,female,55-74
54143,98,199,1926,female,55-74
54149,73,144,276,female,55-74
54150,NA,NA,101,female,55-74
54151,NA,NA,451,female,55-74
54153,282,525,829,female,55-74
54154,191,386,573,female,55-74
54155,191,391,556,female,55-74
54156,NA,NA,227,female,55-74
54157,49,91,667,female,55-74
54159,18,30,205,female,55-74
54160,NA,NA,24,female,55-74
54161,85,158,437,female,55-74
54162,254,504,876,female,55-74
54165,179,383,746,female,55-74
54166,121,257,2234,female,55-74
54169,41,145,307,female,55-74
54170,108,205,384,female,55-74
54171,93,213,380,female,55-74
54173,99,259,422,female,55-74
54174,144,261,415,female,55-74
54175,78,134,178,female,55-74
54177,34,67,467,female,55-74
54180,33,71,240,female,55-74
54201,84,157,605,female,55-74
54202,11,34,272,female,55-74
54204,41,76,231,female,55-74
54205,59,116,241,female,55-74
54207,NA,NA,22,female,55-74
54208,131,248,789,female,55-74
54209,15,38,257,female,55-74
54210,NA,NA,150,female,55-74
54211,NA,NA,48,female,55-74
54212,NA,NA,266,female,55-74
54213,NA,NA,109,female,55-74
54214,NA,NA,23,female,55-74
54216,96,216,898,female,55-74
54217,223,443,728,female,55-74
54220,NA,NA,4781,female,55-74
54227,17,42,224,female,55-74
54228,NA,NA,352,female,55-74
54229,109,248,504,female,55-74
54230,NA,NA,550,female,55-74
54232,NA,NA,50,female,55-74
54234,NA,NA,425,female,55-74
54235,160,409,2653,female,55-74
54241,NA,NA,1948,female,55-74
54245,11,30,248,female,55-74
54246,NA,NA,211,female,55-74
54247,NA,NA,290,female,55-74
54301,535,1238,2286,female,55-74
54302,596,1169,2407,female,55-74
54303,680,1294,2387,female,55-74
54304,714,1426,3041,female,55-74
54307,NA,NA,0,female,55-74
54311,768,1701,3384,female,55-74
54313,970,2294,4443,female,55-74
54401,1571,3509,3431,female,55-74
54403,1152,2666,2888,female,55-74
54405,136,238,333,female,55-74
54406,51,122,371,female,55-74
54407,29,72,195,female,55-74
54408,61,125,111,female,55-74
54409,777,1562,1569,female,55-74
54410,97,171,224,female,55-74
54411,272,468,497,female,55-74
54412,92,178,196,female,55-74
54413,NA,NA,16,female,55-74
54414,178,362,365,female,55-74
54416,58,87,204,female,55-74
54417,NA,NA,7,female,55-74
54418,64,134,117,female,55-74
54420,47,102,132,female,55-74
54421,135,261,312,female,55-74
54422,32,52,99,female,55-74
54423,44,113,303,female,55-74
54424,109,226,275,female,55-74
54425,94,152,155,female,55-74
54426,215,425,439,female,55-74
54427,66,128,124,female,55-74
54428,56,147,206,female,55-74
54430,NA,NA,13,female,55-74
54433,92,159,175,female,55-74
54435,103,205,263,female,55-74
54436,67,107,207,female,55-74
54437,85,165,308,female,55-74
54440,148,309,355,female,55-74
54441,47,92,109,female,55-74
54442,51,113,119,female,55-74
54443,90,169,284,female,55-74
54446,104,179,264,female,55-74
54447,26,42,52,female,55-74
54448,238,495,475,female,55-74
54449,1307,2736,3193,female,55-74
54450,23,36,52,female,55-74
54451,606,1278,1358,female,55-74
54452,1215,2238,2203,female,55-74
54454,60,100,160,female,55-74
54455,858,1960,1873,female,55-74
54456,137,281,715,female,55-74
54457,444,960,1236,female,55-74
54458,NA,NA,9,female,55-74
54459,84,154,203,female,55-74
54460,84,167,295,female,55-74
54462,23,48,62,female,55-74
54463,31,65,117,female,55-74
54465,48,104,131,female,55-74
54466,128,258,335,female,55-74
54467,264,574,1467,female,55-74
54469,72,173,229,female,55-74
54470,131,230,252,female,55-74
54471,103,223,202,female,55-74
54473,64,133,338,female,55-74
54474,223,503,378,female,55-74
54475,72,140,172,female,55-74
54476,904,1946,1932,female,55-74
54479,191,347,396,female,55-74
54480,63,125,135,female,55-74
54481,356,888,2644,female,55-74
54482,159,370,1084,female,55-74
54484,235,458,469,female,55-74
54485,18,47,59,female,55-74
54486,58,96,315,female,55-74
54487,236,531,1532,female,55-74
54488,62,94,118,female,55-74
54489,91,152,180,female,55-74
54490,46,103,108,female,55-74
54491,122,239,309,female,55-74
54493,31,52,97,female,55-74
54494,1418,3076,3487,female,55-74
54495,449,818,917,female,55-74
54498,47,104,224,female,55-74
54499,145,284,367,female,55-74
54501,561,1184,2662,female,55-74
54511,23,55,168,female,55-74
54512,50,158,205,female,55-74
54513,22,35,71,female,55-74
54514,120,237,325,female,55-74
54515,42,67,96,female,55-74
54517,NA,NA,31,female,55-74
54519,34,77,213,female,55-74
54520,105,221,487,female,55-74
54521,283,625,1106,female,55-74
54524,35,81,92,female,55-74
54525,NA,NA,29,female,55-74
54526,28,59,110,female,55-74
54527,52,76,147,female,55-74
54529,47,118,192,female,55-74
54530,39,71,137,female,55-74
54531,72,189,265,female,55-74
54534,136,304,350,female,55-74
54536,NA,NA,29,female,55-74
54537,36,61,70,female,55-74
54538,84,195,426,female,55-74
54539,76,159,215,female,55-74
54540,71,176,163,female,55-74
54541,30,64,190,female,55-74
54542,23,44,88,female,55-74
54545,45,141,177,female,55-74
54546,NA,NA,130,female,55-74
54547,88,246,209,female,55-74
54548,233,609,865,female,55-74
54550,26,65,72,female,55-74
54552,257,520,564,female,55-74
54554,52,126,162,female,55-74
54555,344,664,760,female,55-74
54556,99,174,186,female,55-74
54557,55,161,242,female,55-74
54558,121,294,377,female,55-74
54559,NA,NA,88,female,55-74
54560,42,79,92,female,55-74
54561,NA,NA,2,female,55-74
54562,94,221,376,female,55-74
54563,29,58,99,female,55-74
54564,19,34,65,female,55-74
54565,NA,NA,12,female,55-74
54566,36,89,184,female,55-74
54568,267,583,874,female,55-74
54601,1840,4259,4787,female,55-74
54603,657,1343,1444,female,55-74
54610,20,50,252,female,55-74
54611,NA,NA,113,female,55-74
54612,206,416,438,female,55-74
54613,73,162,355,female,55-74
54614,125,258,322,female,55-74
54615,224,414,1252,female,55-74
54616,116,208,310,female,55-74
54618,98,176,240,female,55-74
54619,99,204,304,female,55-74
54621,57,100,143,female,55-74
54622,60,107,286,female,55-74
54623,82,177,234,female,55-74
54624,92,193,218,female,55-74
54625,NA,NA,17,female,55-74
54626,66,125,149,female,55-74
54627,120,240,235,female,55-74
54628,63,128,182,female,55-74
54629,82,163,354,female,55-74
54630,212,435,459,female,55-74
54631,64,131,228,female,55-74
54632,69,134,160,female,55-74
54634,162,305,459,female,55-74
54635,28,50,234,female,55-74
54636,625,1382,1543,female,55-74
54637,NA,NA,22,female,55-74
54638,80,139,198,female,55-74
54639,67,126,326,female,55-74
54641,NA,NA,2,female,55-74
54642,77,150,196,female,55-74
54643,NA,NA,2,female,55-74
54644,72,151,140,female,55-74
54645,NA,NA,5,female,55-74
54646,138,244,524,female,55-74
54648,68,128,149,female,55-74
54650,1167,2694,2803,female,55-74
54651,52,93,151,female,55-74
54652,25,49,110,female,55-74
54653,64,92,64,female,55-74
54654,NA,NA,18,female,55-74
54655,60,117,285,female,55-74
54656,948,1780,2053,female,55-74
54657,NA,NA,52,female,55-74
54658,129,300,342,female,55-74
54659,26,48,108,female,55-74
54660,808,1468,1731,female,55-74
54661,185,385,388,female,55-74
54664,57,104,245,female,55-74
54665,311,589,1145,female,55-74
54666,122,219,373,female,55-74
54667,176,331,469,female,55-74
54669,433,876,820,female,55-74
54670,55,117,113,female,55-74
54701,440,1014,4155,female,55-74
54703,524,1158,4106,female,55-74
54720,121,240,805,female,55-74
54721,NA,NA,143,female,55-74
54722,108,186,454,female,55-74
54723,NA,NA,138,female,55-74
54724,118,230,712,female,55-74
54725,NA,NA,317,female,55-74
54726,48,92,184,female,55-74
54727,157,296,553,female,55-74
54728,197,430,893,female,55-74
54729,788,1673,3687,female,55-74
54730,47,95,578,female,55-74
54731,23,43,72,female,55-74
54732,101,207,328,female,55-74
54733,21,43,147,female,55-74
54734,NA,NA,88,female,55-74
54736,NA,NA,488,female,55-74
54737,NA,NA,60,female,55-74
54738,43,76,354,female,55-74
54739,45,105,473,female,55-74
54740,NA,NA,243,female,55-74
54741,35,68,169,female,55-74
54742,68,149,471,female,55-74
54745,94,208,350,female,55-74
54746,NA,NA,70,female,55-74
54747,131,215,298,female,55-74
54748,35,76,219,female,55-74
54749,NA,NA,145,female,55-74
54750,NA,NA,137,female,55-74
54751,NA,NA,2405,female,55-74
54754,27,59,248,female,55-74
54755,51,111,727,female,55-74
54756,NA,NA,132,female,55-74
54757,71,143,444,female,55-74
54758,44,89,528,female,55-74
54759,NA,NA,228,female,55-74
54760,NA,NA,30,female,55-74
54761,NA,NA,124,female,55-74
54762,NA,NA,144,female,55-74
54763,NA,NA,144,female,55-74
54765,NA,NA,10,female,55-74
54766,52,108,157,female,55-74
54767,NA,NA,368,female,55-74
54768,83,142,493,female,55-74
54769,NA,NA,112,female,55-74
54770,25,45,206,female,55-74
54771,69,120,448,female,55-74
54772,NA,NA,105,female,55-74
54773,137,260,417,female,55-74
54801,84,169,908,female,55-74
54805,17,36,141,female,55-74
54806,NA,NA,1379,female,55-74
54810,NA,NA,357,female,55-74
54812,77,166,625,female,55-74
54813,NA,NA,96,female,55-74
54814,NA,NA,411,female,55-74
54817,88,214,388,female,55-74
54819,99,178,344,female,55-74
54820,NA,NA,103,female,55-74
54821,NA,NA,275,female,55-74
54822,119,238,604,female,55-74
54824,NA,NA,274,female,55-74
54826,NA,NA,127,female,55-74
54827,NA,NA,38,female,55-74
54828,NA,NA,117,female,55-74
54829,80,159,784,female,55-74
54830,NA,NA,653,female,55-74
54832,NA,NA,49,female,55-74
54835,41,88,136,female,55-74
54836,NA,NA,124,female,55-74
54837,NA,NA,502,female,55-74
54838,NA,NA,223,female,55-74
54839,NA,NA,42,female,55-74
54840,NA,NA,558,female,55-74
54841,NA,NA,30,female,55-74
54842,NA,NA,26,female,55-74
54843,112,230,1617,female,55-74
54844,NA,NA,53,female,55-74
54845,NA,NA,20,female,55-74
54846,NA,NA,83,female,55-74
54847,NA,NA,412,female,55-74
54848,227,438,723,female,55-74
54849,NA,NA,303,female,55-74
54850,NA,NA,47,female,55-74
54853,NA,NA,616,female,55-74
54854,NA,NA,112,female,55-74
54855,NA,NA,62,female,55-74
54856,NA,NA,199,female,55-74
54857,NA,NA,9,female,55-74
54858,NA,NA,197,female,55-74
54859,21,38,296,female,55-74
54861,NA,NA,15,female,55-74
54862,NA,NA,79,female,55-74
54864,NA,NA,102,female,55-74
54865,NA,NA,100,female,55-74
54867,NA,NA,58,female,55-74
54868,510,1053,1967,female,55-74
54870,57,116,313,female,55-74
54871,48,95,432,female,55-74
54872,NA,NA,322,female,55-74
54873,NA,NA,541,female,55-74
54874,NA,NA,323,female,55-74
54875,23,33,151,female,55-74
54876,25,57,290,female,55-74
54880,NA,NA,3377,female,55-74
54888,31,55,227,female,55-74
54889,NA,NA,355,female,55-74
54891,NA,NA,510,female,55-74
54893,NA,NA,592,female,55-74
54895,40,64,145,female,55-74
54896,60,150,272,female,55-74
54901,234,539,2562,female,55-74
54902,126,272,2397,female,55-74
54904,211,499,2933,female,55-74
54909,24,67,292,female,55-74
54911,455,1050,2476,female,55-74
54913,320,856,2055,female,55-74
54914,594,1337,3177,female,55-74
54915,828,1848,3975,female,55-74
54921,34,67,138,female,55-74
54922,46,83,146,female,55-74
54923,NA,NA,1073,female,55-74
54927,NA,NA,72,female,55-74
54928,NA,NA,43,female,55-74
54929,NA,NA,1029,female,55-74
54930,38,53,213,female,55-74
54931,NA,NA,20,female,55-74
54932,NA,NA,151,female,55-74
54933,NA,NA,26,female,55-74
54934,NA,NA,12,female,55-74
54935,NA,NA,4660,female,55-74
54937,NA,NA,2382,female,55-74
54940,NA,NA,500,female,55-74
54941,NA,NA,435,female,55-74
54942,134,315,744,female,55-74
54943,48,87,279,female,55-74
54944,170,387,798,female,55-74
54945,30,69,447,female,55-74
54946,NA,NA,2,female,55-74
